latitude,longitude,state,district,label,elevation
27.242917,88.354417,Sikkim,South Sikkim,1,1610.0
28.28203611161517,95.43936218248676,,,0,1150.0
27.22920631462664,88.87414320040325,,,0,2922.0
24.0,93.99,Manipur,Chandel,1,1097.0
25.233583169254665,93.92528215682243,,,0,1789.0
23.853333,93.12458,Mizoram,Aizawl,1,300.0
25.55860286476669,93.52373534635164,,,0,305.0
23.134961,92.747843,Mizoram,Lunglei,1,851.0
23.305323,92.852358,Mizoram,Serchhip,1,1070.0
26.43689391886413,93.97954436732968,,,0,108.0
25.80344,94.399158,Nagaland,Phek,1,1803.0
26.109167,94.116167,Nagaland,Wokha,1,659.0
26.037672,94.572023,Nagaland,Zunheboto,1,1073.0
25.760111,94.366528,Nagaland,Phek,1,1715.0
23.688389,92.595583,Mizoram,Mamit,1,1122.0
25.667,94.094,Nagaland,Kohima,1,1328.0
25.758944,94.078028,Nagaland,Kohima,1,1189.0
23.336389,93.074722,Mizoram,Champhai,1,1140.0
23.1057,93.20275278,Mizoram,Aizawl,1,1154.0
27.686389,88.73875,Sikkim,North Sikkim,1,2658.0
25.15398187,93.02361022,Assam,Dima Hasao,1,611.0
25.85442778,94.15844444,Nagaland,Kohima,1,1532.0
26.985025577149337,93.71821262293264,,,0,102.0
23.461111,93.320472,Mizoram,Champhai,1,1324.0
27.837612776239983,91.914710742872,,,0,4817.0
28.92359997163988,95.70384120640595,,,0,2319.0
23.26125,93.337222,Mizoram,Champhai,1,1358.0
28.374471382053216,95.53352360763049,,,0,1920.0
24.401865707210227,93.21177560623012,,,0,154.0
23.805927687741228,91.45433473209724,,,0,55.0
25.36153137193753,94.69051788686927,,,0,1782.0
24.804167,93.471667,Manipur,Noney,1,544.0
27.093278,88.457444,Sikkim,South Sikkim,1,302.0
26.921503453066343,93.67783480334664,,,0,81.0
26.943433,95.385986,Arunachal Pradesh,Tirap,1,511.0
23.7885,93.024666,Mizoram,Aizawl,1,515.0
25.98760861490206,91.35312038129172,,,0,315.0
23.744028,92.698861,Mizoram,Aizawl,1,907.0
23.46025,93.01125,Mizoram,Serchhip,1,1441.0
23.62783838284804,92.16424015776948,,,0,142.0
24.55205833,93.25569167,Mizoram,Kolasib,1,235.0
24.51950468712859,94.03088653557344,,,0,842.0
25.037175245227942,93.34825438321612,,,0,362.0
28.118474309709995,96.33671439518942,,,0,1767.0
23.1617312239902,93.42551157458487,,,0,1106.0
23.9703338610689,92.5849008760903,,,0,528.0
24.97081509109548,94.31092993381526,,,0,926.0
23.151191,92.747211,Mizoram,Lunglei,1,897.0
25.081295549846047,92.16932450310397,,,0,36.0
23.00636736502991,92.35285670619444,,,0,44.0
27.540315638781568,93.81488848864473,,,0,1569.0
26.17108374173181,93.94071626161558,,,0,117.0
26.952846719529965,93.37768086516232,,,0,164.0
24.099117,92.916676,Mizoram,Aizawl,1,809.0
23.456613,93.006652,Mizoram,Serchhip,1,1411.0
26.131539534144277,92.38024177333932,,,0,133.0
25.210615989069534,92.45353197969789,,,0,570.0
26.173917,95.025556,Nagaland,Noklak,1,873.0
27.613444,88.656528,Sikkim,North Sikkim,1,1759.0
22.381001,92.978996,Mizoram,Saiha,1,708.0
23.54555556,92.72111111,Mizoram,Aizawl,1,808.0
26.899347986588754,92.54046591234923,,,0,118.0
28.409419103254905,96.02805116915432,,,0,1890.0
23.35040882279481,92.57039466175604,,,0,522.0
28.25721807016361,95.67750126649416,,,0,279.0
24.48982222200067,94.38411931091646,,,0,274.0
23.66030556,92.67244444,Mizoram,Aizawl,1,1016.0
26.428,94.668611,Nagaland,Mokokchung,1,1317.0
23.695444,92.861667,Mizoram,Aizawl,1,936.0
24.983806,93.497528,Manipur,Tamenglong,1,1156.0
26.117111,92.441028,Assam,Nagaon,1,184.0
25.22122760616063,94.70583580968344,,,0,1616.0
25.373121289751012,91.33489482670356,,,0,1479.0
25.22070956975064,92.9116245098461,,,0,785.0
22.916008,92.927841,Mizoram,Lunglei,1,439.0
24.42557586220809,93.69484806179888,,,0,870.0
25.669,94.051,Nagaland,Kohima,1,1402.0
23.200475,92.735007,Mizoram,Lunglei,1,749.0
26.95129686075131,88.52820461350547,,,0,468.0
23.084343,92.898597,Mizoram,Hnahthial,1,767.0
25.529,93.87,Manipur,Senapati,1,1596.0
23.720417,92.695667,Mizoram,Aizawl,1,911.0
23.53027778,92.69666667,Mizoram,Aizawl,1,832.0
23.586826653678543,92.00682049682464,,,0,115.0
25.205307,91.755686,Meghalaya,East Khasi Hills,1,439.0
26.195306,91.765639,Assam,Kamrup,1,85.0
27.48123095179095,88.37565575090946,,,0,3149.0
25.52659428034715,92.65662639628952,,,0,784.0
23.0287672691251,92.42745254754666,,,0,389.0
23.038630904845377,92.45462626809552,,,0,232.0
25.536,94.236,Nagaland,Phek,1,1737.0
25.3331009562684,94.60326937026711,,,0,1843.0
24.477126,92.205369,Tripura,North Tripura,1,32.0
28.259524,95.780336,Arunachal Pradesh,Lower Dibang Valley,1,661.0
24.37,92.86,Mizoram,Kolasib,1,292.0
23.99,93.94,Manipur,Chandel,1,1595.0
25.185889,94.520944,Manipur,Ukhrul,1,1441.0
23.76861111,92.85138889,Mizoram,Aizawl,1,772.0
23.059174,93.276033,Mizoram,Champhai,1,1391.0
24.911722,93.484361,Manipur,Tamenglong,1,1191.0
24.6108716524581,93.51927816664028,,,0,984.0
26.507639,94.688222,Nagaland,Mokokchung,1,422.0
25.3647358238454,92.92465394495332,,,0,259.0
25.687056,91.6485,Meghalaya,West Khasi Hills,1,1139.0
24.15,93.58,Manipur,Churachandpur,1,1003.0
24.107649795493277,92.71818041330329,,,0,191.0
24.789917,93.459806,Manipur,Noney,1,527.0
23.130578,92.743046,Mizoram,Lunglei,1,779.0
25.441081928237157,94.42798635766172,,,0,1078.0
25.311778,91.917528,Meghalaya,East Khasi Hills,1,1161.0
24.030876106851743,94.18618238673064,,,0,359.0
25.17455196887192,90.73701390283912,,,0,127.0
27.103111,88.402722,Sikkim,South Sikkim,1,913.0
25.581822,91.189944,Meghalaya,West Khasi Hills,1,1249.0
25.13636174506654,93.21464809526417,,,0,1258.0
25.391265,91.884164,Meghalaya,East Khasi Hills,1,1268.0
23.870583,93.095444,Mizoram,Aizawl,1,575.0
25.649856,91.154383,Meghalaya,West Khasi Hills,1,1161.0
25.52366560248625,93.26291905583494,,,0,556.0
23.911194692094647,92.59826137363962,,,0,488.0
23.063838,92.769004,Mizoram,Lunglei,1,897.0
24.73,93.15,Manipur,Jiribam,1,43.0
24.435198521883795,91.98170648169044,,,0,23.0
27.086905196206256,95.23443858602784,,,0,115.0
25.569222,91.217222,Meghalaya,West Khasi Hills,1,1293.0
25.669,94.114,Nagaland,Kohima,1,1348.0
24.979245971129483,91.911032182248,,,0,21.0
27.161,88.094306,Sikkim,West Sikkim,1,2159.0
24.5,92.77,Mizoram,Kolasib,1,115.0
23.98472222,92.68138889,Mizoram,Kolasib,1,454.0
23.2029,92.7369,Mizoram,Lunglei,1,786.0
26.57625,95.095842,Nagaland,Mon,1,1438.0
23.770936993130853,92.43626029646629,,,0,293.0
27.58816101421654,93.90712367913274,,,0,2411.0
27.06577432548437,88.54105174760201,,,0,1021.0
27.179034171517497,93.9891984731542,,,0,97.0
25.678,94.101,Nagaland,Kohima,1,1273.0
23.59055556,92.71611111,Mizoram,Aizawl,1,774.0
27.264246391662088,96.41104315396176,,,0,999.0
27.236139,93.715694,Arunachal Pradesh,Papum Pare,1,419.0
25.92044762634069,91.09773688264372,,,0,63.0
28.730189819938456,96.01588764508593,,,0,3476.0
27.151268397180896,95.62105570524596,,,0,835.0
23.9,92.39,Mizoram,Mamit,1,207.0
26.6470784839746,94.89334364717593,,,0,367.0
23.14968,92.749277,Mizoram,Lunglei,1,912.0
27.98333,96.40433,Arunachal Pradesh,Anjaw,1,390.0
26.235278,94.215556,Nagaland,Wokha,1,415.0
28.085275034038148,93.49755746382516,,,0,2128.0
25.940703,94.750969,Nagaland,Kiphire,1,1970.0
26.058972,93.406972,Assam,Karbi Anglong,1,335.0
23.5975,92.81388889,Mizoram,Aizawl,1,568.0
25.659,94.107,Nagaland,Kohima,1,1406.0
24.215868,92.802452,Mizoram,Aizawl,1,694.0
26.07411331513176,94.82980664662358,,,0,1166.0
24.94415720838589,92.27757604201862,,,0,15.0
28.12156461580468,95.6908486009082,,,0,188.0
22.01764635212625,93.18264251740744,,,0,1458.0
24.82375,93.523861,Manipur,Tamenglong,1,417.0
28.910292524798272,95.59263267133228,,,0,3295.0
22.47,92.63,Mizoram,Lawngtlai,1,88.0
27.113811135942875,96.02724030420627,,,0,1010.0
28.28700099283207,95.42317264326287,,,0,1151.0
25.317455726593177,94.6481013279524,,,0,1414.0
25.14965,92.214519,Meghalaya,East Jaintia Hills,1,65.0
26.130417,94.138889,Nagaland,Wokha,1,574.0
26.150578,94.602548,Nagaland,Zunheboto,1,1713.0
26.015316791148496,92.71350332671696,,,0,68.0
26.022833,92.274028,Assam,West Karbi Anglong,1,283.0
25.13486111,92.382,Meghalaya,Jaintia Hills,1,188.0
25.28743134437641,93.7712022461768,,,0,1680.0
24.887612555159887,93.30276652539696,,,0,586.0
23.838404669663017,91.97233394954834,,,0,128.0
24.108313390650235,94.25529992496502,,,0,193.0
27.29975,88.419778,Sikkim,South Sikkim,1,1330.0
27.89846086468553,93.31270135819112,,,0,1027.0
23.473361,93.222167,Mizoram,Champhai,1,1048.0
25.686,94.043,Nagaland,Kohima,1,1003.0
27.381306,88.690444,Sikkim,East Sikkim,1,3090.0
25.86742165572603,91.68678336898846,,,0,566.0
25.19358012047285,91.29658078972076,,,0,21.0
25.59918706441921,91.10247431677234,,,0,964.0
28.87174973366287,94.6939831506994,,,0,1444.0
23.225542,92.798363,Mizoram,Lunglei,1,979.0
22.986418,92.999901,Mizoram,Lunglei,1,1214.0
25.03257058011176,91.81596448939705,,,0,19.0
23.164812,92.743396,Mizoram,Lunglei,1,800.0
24.23777778,92.95583333,Mizoram,Aizawl,1,664.0
27.261342910349164,92.5923595833282,,,0,2019.0
22.711,92.839996,Mizoram,Lunglei,1,744.0
24.13197230836498,93.16945767513668,,,0,1046.0
22.739346696888763,92.913491728774,,,0,333.0
25.390356713092267,91.32324752860616,,,0,1503.0
27.38614715736516,95.7261584322171,,,0,168.0
27.50634587057837,93.66784031453255,,,0,1041.0
25.136047,92.222064,Meghalaya,East Jaintia Hills,1,156.0
25.75297778,91.88535278,Meghalaya,Ri-Bhoi,1,821.0
28.265836,95.563875,Arunachal Pradesh,Lower Dibang Valley,1,497.0
23.78,92.36,Mizoram,Mamit,1,713.0
26.05393345025925,92.36930831152522,,,0,422.0
24.98380127886348,91.74369164514916,,,0,10.0
26.785222,95.070556,Nagaland,Mon,1,914.0
27.025440611939107,88.31265177577286,,,0,2065.0
28.634732214652995,95.41035153596135,,,0,2544.0
24.07508144935658,92.71895028177089,,,0,171.0
24.3225,94.23361,Manipur,Chandel,1,417.0
23.84777778,92.83694444,Mizoram,Aizawl,1,376.0
24.171224993610515,93.68257430304502,,,0,1106.0
22.5,92.68,Mizoram,Lawngtlai,1,931.0
27.79149767597789,93.80715865792214,,,0,867.0
24.201154,92.944079,Mizoram,Aizawl,1,584.0
26.816351798202938,94.2446609561766,,,0,88.0
28.763802,95.868513,Arunachal Pradesh,Dibang Valley,1,1319.0
26.987652130390924,93.86562149060772,,,0,85.0
27.339806,88.227361,Sikkim,West Sikkim,1,1192.0
25.050694,94.555139,Manipur,Ukhrul,1,1707.0
27.31739447484409,88.9493090292304,,,0,4196.0
24.18566111,93.53935278,Mizoram,Aizawl,1,673.0
24.2025406498892,94.3229735429331,,,0,169.0
26.60358,93.481,Assam,Karbi Anglong,1,106.0
27.405445840248976,88.87055019176871,,,0,3947.0
27.03130117150746,88.32257842172731,,,0,1806.0
24.577151438294727,94.2467252827126,,,0,797.0
26.19330556,91.77725,Assam,Kamrup (Metro),1,172.0
27.26525,88.789556,Sikkim,East Sikkim,1,3567.0
27.206917,92.537667,Arunachal Pradesh,West Kameng,1,1227.0
23.04542856124686,93.4663828600392,,,0,1003.0
22.834258764224337,93.40239768821964,,,0,958.0
24.962970175461948,93.32518305939612,,,0,283.0
26.840694,95.080333,Nagaland,Mon,1,290.0
26.40653,94.95814,Nagaland,Mon,1,661.0
27.498485872879044,88.35472878385329,,,0,3799.0
25.455128711782933,94.43737448455283,,,0,1085.0
23.56952,93.100523,Mizoram,Champhai,1,639.0
28.22408,96.55872,Arunachal Pradesh,Anjaw,1,1642.0
25.68611667,94.04302778,Nagaland,Kohima,1,1003.0
23.927951732751204,93.89658211519402,,,0,1511.0
26.908126884608592,95.71822367112009,,,0,1494.0
25.84494,92.61514,Assam,West Karbi Anglong,1,322.0
28.704861670035218,95.82976462501618,,,0,1180.0
25.28090556,91.36584722,Meghalaya,South West Khasi Hills,1,993.0
24.35137778,93.34095556,Mizoram,Kolasib,1,315.0
24.18131232087966,92.1896878467324,,,0,84.0
27.76346114082328,88.62615219607656,,,0,4115.0
27.21773067116459,94.00851097845064,,,0,100.0
26.308690164501023,91.93245724572488,,,0,57.0
25.379443861362137,91.3473309527077,,,0,1508.0
23.255426,92.890915,Mizoram,Serchhip,1,838.0
27.58987677552978,96.62374989734056,,,0,1845.0
24.99596818190953,91.29328267842943,,,0,9.0
26.01061,91.86886,Meghalaya,Ri-Bhoi,1,342.0
26.380896284423397,95.09070578509694,,,0,2295.0
24.675210753262206,93.39232471337714,,,0,707.0
26.766762077144367,92.443472937077,,,0,97.0
27.71295118778576,92.9179246652639,,,0,2420.0
25.386353306548,93.99466111610876,,,0,1443.0
25.469025818478748,94.73547422476636,,,0,2032.0
23.27003462610563,92.40153115210109,,,0,109.0
24.753524777837843,93.844878864142,,,0,772.0
25.146994617514245,92.46915746944852,,,0,220.0
26.037381,94.037386,Nagaland,Wokha,1,280.0
28.56525,95.148333,Arunachal Pradesh,Upper Siang,1,1083.0
23.47241620720734,93.46792017522516,,,0,1113.0
25.630858,91.887601,Meghalaya,East Khasi Hills,1,1232.0
26.193278,94.295222,Nagaland,Wokha,1,915.0
27.466137,96.407194,Arunachal Pradesh,Changlang,1,537.0
28.030576111421382,96.30880424146136,,,0,1014.0
25.084611,92.335667,Meghalaya,East Jaintia Hills,1,147.0
24.17263631357639,92.7471176461183,,,0,125.0
25.4777308857668,94.44708541483796,,,0,1266.0
23.958289654131647,92.5026848482886,,,0,416.0
27.98389091906893,96.50610384156076,,,0,2639.0
23.94,92.37,Mizoram,Mamit,1,688.0
25.651,94.289,Nagaland,Phek,1,1785.0
25.647937136977276,89.95399179593298,,,0,27.0
25.121417,93.654972,Manipur,Tamenglong,1,1220.0
27.910417,94.739528,Arunachal Pradesh,Lepa rada,1,482.0
25.681244582444023,93.24332488079956,,,0,286.0
27.207606,88.676047,Sikkim,East Sikkim,1,725.0
25.773583,94.086833,Nagaland,Kohima,1,1357.0
28.344658127661685,95.29882135820576,,,0,1156.0
23.73638889,92.8,Mizoram,Aizawl,1,375.0
25.906359918287578,91.79059582839336,,,0,472.0
25.231772268595726,93.45521794958174,,,0,810.0
26.10354316087367,92.56897071790311,,,0,126.0
27.649194,93.874,Arunachal Pradesh,Lower Subansiri,1,1625.0
25.531739,91.296177,Meghalaya,West Khasi Hills,1,1460.0
25.03589329601932,91.61116570455262,,,0,10.0
25.191246199545,92.51497881072662,,,0,469.0
29.135525693699467,95.62682280438617,,,0,3600.0
25.090569310896026,91.88707489787184,,,0,15.0
25.15933333,93.017,Assam,Dima Hasao,1,685.0
23.51372282937441,92.41811799337054,,,0,955.0
26.122864,94.638388,Nagaland,Zunheboto,1,1206.0
25.077539677836068,93.18629282448906,,,0,426.0
25.665,94.096,Nagaland,Kohima,1,1395.0
28.148164769652745,95.6304584110756,,,0,231.0
26.466366681696453,95.181989378307,,,0,2038.0
26.15664064741904,92.26134144870242,,,0,58.0
24.511569324402355,93.46513155482606,,,0,420.0
24.211504,92.679258,Mizoram,Kolasib,1,713.0
24.804586,93.655719,Manipur,Noney,1,613.0
23.293142,92.857091,Mizoram,Serchhip,1,918.0
28.165529043683534,96.82173412384512,,,0,4154.0
28.640954601907907,94.80229522377071,,,0,1391.0
23.414307223013054,92.57338681224746,,,0,247.0
27.5569445947262,92.7984285473151,,,0,784.0
27.09118112678414,92.459267640416,,,0,2319.0
27.314336849996742,93.67110990382795,,,0,1553.0
25.684752236635685,92.89431883562348,,,0,168.0
28.23969,96.52778,Arunachal Pradesh,Anjaw,1,1626.0
26.129859026208496,92.33680956547578,,,0,60.0
24.09185827829628,93.0081271759702,,,0,713.0
27.931570940721997,95.29592998499808,,,0,148.0
25.115417,93.63925,Manipur,Tamenglong,1,1235.0
25.051856371577,93.1518552579548,,,0,634.0
25.20818074420913,93.49169954127584,,,0,1420.0
28.42416657956109,94.87383573540812,,,0,1172.0
24.067478,92.893471,Mizoram,Aizawl,1,1006.0
25.59300708057606,90.9496126294045,,,0,796.0
25.321102,91.927514,Meghalaya,East Khasi Hills,1,1099.0
25.463814072699183,91.95698925150434,,,0,1704.0
26.547167,95.092167,Nagaland,Mon,1,1428.0
27.925610495289835,94.564273141017,,,0,962.0
23.305111,93.311528,Mizoram,Champhai,1,1490.0
25.265158,92.202239,Meghalaya,West Jaintia Hills,1,689.0
27.81342710924901,94.61590993013893,,,0,628.0
25.317724350981603,92.89241740957824,,,0,507.0
25.175249582608448,93.5602950608879,,,0,818.0
26.794472,95.072722,Nagaland,Mon,1,725.0
24.069401,92.91857,Mizoram,Aizawl,1,753.0
23.49901,92.702759,Mizoram,Aizawl,1,921.0
24.80777728183839,92.93368724379276,,,0,15.0
25.26345659993675,92.8793272893911,,,0,542.0
27.60259344950818,93.69299123478618,,,0,1447.0
23.24454722,93.17027222,Mizoram,Aizawl,1,861.0
28.05997,96.48664,Arunachal Pradesh,Anjaw,1,495.0
23.492025461558946,92.22651510356182,,,0,221.0
26.432193461596377,95.10955270808986,,,0,2070.0
25.615092,91.309872,Meghalaya,South West Khasi Hills,1,1423.0
26.098268,94.392683,Nagaland,Zunheboto,1,575.0
24.022316341292296,94.13250198017845,,,0,492.0
28.29501676001761,95.43447802950188,,,0,1474.0
25.37004955183441,91.28315302919972,,,0,1238.0
25.109261448751944,92.74540298754144,,,0,1129.0
27.35805556,88.62111111,Sikkim,East Sikkim,1,1734.0
25.571,92.55128,Meghalaya,West Jaintia Hills,1,836.0
25.10723759862742,92.5637818554214,,,0,980.0
27.341847686210578,96.35339495646863,,,0,1042.0
27.59027778,88.65394444,Sikkim,North Sikkim,1,1677.0
27.034865576448148,88.25563778429473,,,0,1979.0
23.341111,93.080583,Mizoram,Champhai,1,1053.0
26.980337963233275,93.82074231157851,,,0,86.0
25.75756256033768,92.82649354100154,,,0,115.0
24.63888633937117,94.0157473658819,,,0,778.0
28.46999076204565,95.66617310083568,,,0,1602.0
25.056374448287404,93.34781272433564,,,0,586.0
24.37,93.5,Manipur,Churachandpur,1,840.0
26.189306,91.787944,Assam,Kamrup,1,70.0
23.468508,93.270788,Mizoram,Champhai,1,970.0
27.555840142397276,96.16003799191756,,,0,348.0
24.788715422044667,92.94980840694356,,,0,26.0
23.51510302894877,92.51985549854284,,,0,299.0
25.466528,94.552028,Manipur,Ukhrul,1,1253.0
22.618557953056047,93.0485683719458,,,0,1933.0
26.965045772087485,95.11612634913918,,,0,132.0
24.913611,94.242028,Manipur,Ukhrul,1,1408.0
23.311604,93.313134,Mizoram,Champhai,1,1513.0
23.376068020821936,92.55783402505268,,,0,376.0
24.4,92.8,Mizoram,Kolasib,1,110.0
25.70480022624889,91.73388845209249,,,0,901.0
25.599815,91.860028,Meghalaya,East Khasi Hills,1,1292.0
25.2047964362802,93.52088492103216,,,0,917.0
25.377501591966546,94.3778953637336,,,0,877.0
25.166053265989344,93.4351904051424,,,0,939.0
28.527881566734084,96.4425834998007,,,0,4025.0
23.974632602369383,92.55515525311144,,,0,250.0
24.03,93.81,Manipur,Chandel,1,1268.0
23.321301376839585,92.9524414328055,,,0,871.0
28.486252723779184,96.0123477611918,,,0,3572.0
28.217204,95.789599,Arunachal Pradesh,Lower Dibang Valley,1,958.0
25.811024625988885,91.79281318729063,,,0,612.0
27.220472,88.281028,Sikkim,West Sikkim,1,1432.0
27.233417,88.634806,Sikkim,East Sikkim,1,1493.0
24.549256,93.667681,Manipur,Churachandpur,1,1078.0
25.985317,94.021903,Nagaland,Wokha,1,773.0
25.809897776739824,94.58420825426596,,,0,2385.0
28.476722,95.841356,Arunachal Pradesh,Dibang Valley,1,866.0
24.468751423066216,93.539122254622,,,0,776.0
23.62,92.72472222,Mizoram,Aizawl,1,819.0
24.653156,93.646406,Manipur,Noney,1,601.0
28.254781722020045,95.29253587280736,,,0,1276.0
23.64119,93.085929,Mizoram,Champhai,1,1128.0
26.87164592558131,92.66604258842074,,,0,101.0
26.534806630704185,94.58074435206682,,,0,283.0
27.05005562587695,88.26616732531416,,,0,2110.0
26.6502564673523,94.41534122487634,,,0,153.0
28.239110347065186,96.6761568856927,,,0,2882.0
25.83025,94.076639,Nagaland,Kohima,1,826.0
25.087417,93.618333,Manipur,Tamenglong,1,1158.0
24.85487675389176,92.51064749425665,,,0,20.0
28.16452306546384,96.3792150253212,,,0,3355.0
23.164169,92.74339,Mizoram,Lunglei,1,830.0
22.78087383552184,92.74588121048085,,,0,353.0
25.636747,91.162711,Meghalaya,West Khasi Hills,1,1267.0
22.86739,92.75764,Mizoram,Lunglei,1,1132.0
23.729422,92.716596,Mizoram,Aizawl,1,1052.0
23.828321,92.73701,Mizoram,Aizawl,1,1242.0
26.093083,95.036278,Nagaland,Noklak,1,1735.0
28.846067,95.865922,Arunachal Pradesh,Dibang Valley,1,1399.0
22.22,92.96,Mizoram,Saiha,1,1307.0
23.056612,92.699997,Mizoram,Lunglei,1,899.0
23.021145,92.770981,Mizoram,Lunglei,1,1001.0
25.770064,93.937891,Nagaland,Kohima,1,791.0
25.228272,91.687776,Meghalaya,East Khasi Hills,1,580.0
28.47666554196257,95.71545415195858,,,0,2085.0
25.84782,93.70174,Assam,Karbi Anglong,1,158.0
25.652361,94.735889,Nagaland,Phek,1,1715.0
25.27342,91.578074,Meghalaya,East Khasi Hills,1,1287.0
22.128260414838092,93.17575366844623,,,0,936.0
25.68703,94.12442,Nagaland,Kohima,1,1265.0
23.373849,93.383061,Mizoram,Champhai,1,860.0
28.134772557337374,95.98614996526648,,,0,1732.0
25.419444,94.5775,Manipur,Ukhrul,1,1498.0
24.79825,93.724083,Manipur,Noney,1,854.0
23.58722222,92.71361111,Mizoram,Aizawl,1,813.0
27.374206738641547,88.95182086090904,,,0,3480.0
27.39838889,88.62566667,Sikkim,North Sikkim,1,1758.0
22.302705968863712,92.82460233528676,,,0,167.0
25.151917,94.312167,Manipur,Ukhrul,1,1405.0
23.34044123529853,93.62774104660878,,,0,1283.0
26.957129320616303,95.11371084915804,,,0,137.0
24.834028,93.644,Manipur,Noney,1,483.0
25.602951619432005,93.624939443516,,,0,370.0
25.069806,94.541667,Manipur,Ukhrul,1,1579.0
25.434089177939804,94.22204985765026,,,0,1416.0
25.444028,93.4265,Assam,Dima Hasao,1,418.0
23.376472,93.384778,Mizoram,Champhai,1,891.0
23.36611855110637,92.50224079661488,,,0,553.0
24.498554665915535,93.25375147266432,,,0,151.0
25.096524563920543,93.55299474384888,,,0,1271.0
25.726,93.773,Nagaland,Dimapur,1,343.0
23.14085,93.142487,Mizoram,Serchhip,1,1215.0
24.033017,92.26034,Tripura,North Tripura,1,199.0
24.605864206008317,92.40690488354498,,,0,23.0
24.45763218928239,93.7347327429868,,,0,800.0
