latitude,longitude,elevation,slope_angle,label
24.37,92.86,292.0,7.19,1
23.99,93.94,1595.0,35.77,1
25.185889,94.520944,1441.0,26.21,1
23.76861111,92.85138889,772.0,31.16,1
23.059174,93.276033,1391.0,30.07,1
24.911722,93.484361,1191.0,24.17,1
24.6108716524581,93.51927816664028,984.0,23.3,0
26.507639,94.688222,422.0,11.99,1
25.3647358238454,92.92465394495332,259.0,18.91,0
25.687056,91.6485,1139.0,26.67,1
24.15,93.58,1003.0,30.4,1
24.10764979549328,92.71818041330329,191.0,12.09,0
24.789917,93.459806,527.0,21.36,1
23.130578,92.743046,779.0,29.85,1
25.44108192823716,94.42798635766172,1078.0,31.0,0
25.311778,91.917528,1161.0,12.0,1
24.030876106851743,94.18618238673064,359.0,9.23,0
25.17455196887192,90.73701390283912,127.0,9.33,0
27.103111,88.402722,913.0,25.75,1
25.581822,91.189944,1249.0,14.91,1
25.13636174506654,93.21464809526417,1258.0,28.66,0
25.391265,91.884164,1268.0,21.82,1
23.870583,93.095444,575.0,23.77,1
25.649856,91.154383,1161.0,6.64,1
25.52366560248625,93.26291905583494,556.0,28.15,0
23.911194692094647,92.59826137363962,488.0,29.56,0
23.063838,92.769004,897.0,25.37,1
24.73,93.15,43.0,7.2,1
24.435198521883795,91.98170648169044,23.0,1.39,0
27.086905196206256,95.23443858602784,115.0,1.14,0
25.569222,91.217222,1293.0,16.76,1
25.669,94.114,1348.0,13.59,1
24.979245971129483,91.911032182248,21.0,4.11,0
27.161,88.094306,2159.0,29.25,1
24.5,92.77,115.0,4.14,1
23.98472222,92.68138889,454.0,16.37,1
23.2029,92.7369,786.0,18.29,1
26.57625,95.095842,1438.0,30.74,1
23.770936993130853,92.43626029646629,293.0,14.36,0
27.58816101421654,93.90712367913274,2411.0,19.67,0
27.06577432548437,88.54105174760201,1021.0,8.35,0
27.179034171517497,93.9891984731542,97.0,0.35,0
25.678,94.101,1273.0,22.32,1
23.59055556,92.71611111,774.0,31.9,1
27.264246391662088,96.41104315396176,999.0,24.6,0
27.236139,93.715694,419.0,25.31,1
25.92044762634069,91.09773688264372,63.0,1.19,0
28.730189819938456,96.01588764508593,3476.0,32.94,0
27.151268397180896,95.62105570524596,835.0,11.04,0
23.9,92.39,207.0,16.53,1
26.6470784839746,94.89334364717593,367.0,16.21,0
23.14968,92.749277,912.0,17.5,1
27.98333,96.40433,390.0,10.64,1
26.235278,94.215556,415.0,16.74,1
28.085275034038148,93.49755746382516,2128.0,35.2,0
25.940703,94.750969,1970.0,36.68,1
26.058972,93.406972,335.0,9.8,1
23.5975,92.81388889,568.0,31.81,1
25.659,94.107,1406.0,25.33,1
24.215868,92.802452,694.0,22.42,1
26.07411331513176,94.82980664662358,1166.0,40.4,0
24.94415720838589,92.27757604201862,15.0,0.8,0
28.12156461580468,95.6908486009082,188.0,2.9,0
22.01764635212625,93.18264251740744,1458.0,24.77,0
24.82375,93.523861,417.0,31.12,1
28.910292524798272,95.59263267133228,3295.0,30.08,0
22.47,92.63,88.0,3.93,1
27.113811135942875,96.02724030420627,1010.0,24.41,0
28.28700099283207,95.42317264326287,1151.0,42.42,0
25.317455726593177,94.6481013279524,1414.0,40.83,0
25.14965,92.214519,65.0,33.35,1
26.130417,94.138889,574.0,26.06,1
26.150578,94.602548,1713.0,28.28,1
26.015316791148496,92.71350332671696,68.0,3.39,0
26.022833,92.274028,283.0,20.17,1
25.13486111,92.382,188.0,43.31,1
25.28743134437641,93.7712022461768,1680.0,19.63,0
24.887612555159887,93.30276652539696,586.0,42.4,0
23.838404669663017,91.97233394954834,128.0,17.09,0
24.108313390650235,94.25529992496502,193.0,8.08,0
27.29975,88.419778,1330.0,26.96,1
27.89846086468553,93.31270135819112,1027.0,37.03,0
23.473361,93.222167,1048.0,34.92,1
25.686,94.043,1003.0,15.14,1
27.381306,88.690444,3090.0,32.65,1
25.86742165572603,91.68678336898846,566.0,11.67,0
25.19358012047285,91.29658078972076,21.0,3.2,0
25.59918706441921,91.10247431677234,964.0,15.6,0
28.87174973366287,94.6939831506994,1444.0,39.45,0
23.225542,92.798363,979.0,17.88,1
22.986418,92.999901,1214.0,22.98,1
25.03257058011176,91.81596448939705,19.0,3.02,0
23.164812,92.743396,800.0,23.91,1
24.23777778,92.95583333,664.0,21.73,1
27.261342910349164,92.5923595833282,2019.0,24.11,0
22.711,92.839996,744.0,30.56,1
24.13197230836498,93.16945767513668,1046.0,32.25,0
22.739346696888763,92.913491728774,333.0,31.09,0
25.390356713092267,91.32324752860616,1503.0,2.53,0
27.38614715736516,95.7261584322171,168.0,3.74,0
27.50634587057837,93.66784031453255,1041.0,13.0,0
25.136047,92.222064,156.0,30.62,1
25.75297778,91.88535278,821.0,16.28,1
28.265836,95.563875,497.0,22.22,1
23.78,92.36,713.0,25.64,1
26.05393345025925,92.36930831152522,422.0,18.95,0
24.98380127886348,91.74369164514916,10.0,1.12,0
26.785222,95.070556,914.0,18.88,1
27.025440611939107,88.31265177577286,2065.0,29.39,0
28.634732214652995,95.41035153596135,2544.0,20.34,0
24.07508144935658,92.71895028177089,171.0,14.76,0
24.3225,94.23361,417.0,21.32,1
23.84777778,92.83694444,376.0,22.42,1
24.171224993610515,93.68257430304502,1106.0,30.6,0
22.5,92.68,931.0,17.72,1
27.79149767597789,93.80715865792214,867.0,30.19,0
24.201154,92.944079,584.0,27.75,1
26.816351798202938,94.2446609561766,88.0,3.13,0
28.763802,95.868513,1319.0,31.43,1
26.987652130390924,93.86562149060772,85.0,2.28,0
27.339806,88.227361,1192.0,30.42,1
25.050694,94.555139,1707.0,30.94,1
27.31739447484409,88.9493090292304,4196.0,10.06,0
24.18566111,93.53935278,673.0,22.99,1
24.2025406498892,94.3229735429331,169.0,0.69,0
26.60358,93.481,106.0,16.14,1
27.405445840248976,88.87055019176871,3947.0,16.11,0
27.03130117150746,88.32257842172731,1806.0,34.09,0
24.577151438294727,94.2467252827126,797.0,29.61,0
26.19330556,91.77725,172.0,17.95,1
27.26525,88.789556,3567.0,30.81,1
27.206917,92.537667,1227.0,35.7,1
23.04542856124686,93.4663828600392,1003.0,27.93,0
22.834258764224337,93.40239768821964,958.0,20.73,0
24.962970175461948,93.32518305939612,283.0,22.67,0
26.840694,95.080333,290.0,25.62,1
26.40653,94.95814,661.0,25.61,1
27.498485872879044,88.35472878385329,3799.0,34.59,0
25.455128711782933,94.43737448455283,1085.0,22.2,0
23.56952,93.100523,639.0,31.97,1
28.22408,96.55872,1642.0,49.08,1
25.68611667,94.04302778,1003.0,15.14,1
23.927951732751204,93.89658211519402,1511.0,29.61,0
26.908126884608592,95.71822367112009,1494.0,25.12,0
25.84494,92.61514,322.0,8.94,1
28.704861670035218,95.82976462501618,1180.0,32.14,0
25.28090556,91.36584722,993.0,27.49,1
24.35137778,93.34095556,315.0,10.14,1
24.18131232087966,92.1896878467324,84.0,13.78,0
27.76346114082328,88.62615219607656,4115.0,17.14,0
27.21773067116459,94.00851097845064,100.0,1.14,0
26.308690164501023,91.93245724572488,57.0,1.13,0
25.379443861362137,91.3473309527077,1508.0,12.05,0
23.255426,92.890915,838.0,23.63,1
27.58987677552978,96.62374989734056,1845.0,30.47,0
24.99596818190953,91.29328267842943,9.0,1.8,0
26.01061,91.86886,342.0,27.38,1
26.3808962844234,95.09070578509694,2295.0,46.76,0
24.675210753262206,93.39232471337714,707.0,46.84,0
26.766762077144367,92.443472937077,97.0,2.43,0
27.71295118778576,92.9179246652639,2420.0,20.54,0
25.386353306548,93.99466111610876,1443.0,22.52,0
25.469025818478748,94.73547422476636,2032.0,4.87,0
23.27003462610563,92.40153115210109,109.0,16.84,0
24.753524777837843,93.844878864142,772.0,2.4,0
25.146994617514245,92.46915746944852,220.0,12.27,0
26.037381,94.037386,280.0,30.82,1
28.56525,95.148333,1083.0,23.07,1
23.47241620720734,93.46792017522516,1113.0,3.26,0
25.630858,91.887601,1232.0,14.24,1
26.193278,94.295222,915.0,11.67,1
27.466137,96.407194,537.0,23.79,1
28.030576111421382,96.30880424146136,1014.0,38.92,0
25.084611,92.335667,147.0,28.63,1
24.17263631357639,92.7471176461183,125.0,17.66,0
25.4777308857668,94.44708541483796,1266.0,18.53,0
23.958289654131647,92.5026848482886,416.0,32.12,0
27.98389091906893,96.50610384156076,2639.0,35.61,0
23.94,92.37,688.0,24.79,1
25.651,94.289,1785.0,29.48,1
25.64793713697728,89.95399179593298,27.0,1.03,0
25.121417,93.654972,1220.0,34.81,1
27.910417,94.739528,482.0,32.73,1
25.681244582444023,93.24332488079956,286.0,6.02,0
27.207606,88.676047,725.0,32.13,1
25.773583,94.086833,1357.0,25.48,1
28.344658127661685,95.29882135820576,1156.0,31.61,0
23.73638889,92.8,375.0,24.08,1
25.906359918287578,91.79059582839336,472.0,11.34,0
25.231772268595726,93.45521794958174,810.0,13.22,0
26.10354316087367,92.56897071790311,126.0,7.95,0
27.649194,93.874,1625.0,23.08,1
25.531739,91.296177,1460.0,24.98,1
25.03589329601932,91.61116570455262,10.0,0.46,0
25.191246199545,92.51497881072662,469.0,10.55,0
29.135525693699467,95.62682280438617,3600.0,31.6,0
25.090569310896026,91.88707489787184,15.0,4.74,0
25.15933333,93.017,685.0,6.2,1
23.51372282937441,92.41811799337054,955.0,19.8,0
26.122864,94.638388,1206.0,18.0,1
25.077539677836068,93.18629282448906,426.0,26.33,0
25.665,94.096,1395.0,25.75,1
28.148164769652745,95.6304584110756,231.0,2.1,0
26.466366681696453,95.181989378307,2038.0,27.73,0
26.15664064741904,92.26134144870242,58.0,2.92,0
24.511569324402355,93.46513155482606,420.0,28.92,0
24.211504,92.679258,713.0,25.02,1
24.804586,93.655719,613.0,28.58,1
23.293142,92.857091,918.0,34.41,1
28.16552904368353,96.82173412384512,4154.0,22.17,0
28.640954601907907,94.80229522377071,1391.0,25.35,0
23.41430722301305,92.57338681224746,247.0,40.73,0
27.5569445947262,92.7984285473151,784.0,1.57,0
27.09118112678414,92.459267640416,2319.0,37.57,0
27.314336849996742,93.67110990382795,1553.0,27.33,0
25.684752236635685,92.89431883562348,168.0,6.98,0
28.23969,96.52778,1626.0,36.43,1
26.129859026208496,92.33680956547578,60.0,1.03,0
24.09185827829628,93.0081271759702,713.0,30.72,0
27.931570940722,95.29592998499808,148.0,1.33,0
25.115417,93.63925,1235.0,30.53,1
25.051856371577,93.1518552579548,634.0,29.15,0
25.20818074420913,93.49169954127584,1420.0,16.88,0
28.42416657956109,94.87383573540812,1172.0,27.55,0
24.067478,92.893471,1006.0,3.42,1
25.59300708057606,90.9496126294045,796.0,12.41,0
25.321102,91.927514,1099.0,23.29,1
25.463814072699183,91.95698925150434,1704.0,3.53,0
26.547167,95.092167,1428.0,30.8,1
27.925610495289835,94.564273141017,962.0,30.27,0
23.305111,93.311528,1490.0,11.67,1
25.265158,92.202239,689.0,21.09,1
27.81342710924901,94.61590993013893,628.0,23.97,0
25.317724350981603,92.89241740957824,507.0,15.06,0
25.175249582608448,93.5602950608879,818.0,19.8,0
26.794472,95.072722,725.0,11.0,1
24.069401,92.91857,753.0,14.03,1
23.49901,92.702759,921.0,22.48,1
24.80777728183839,92.93368724379276,15.0,6.09,0
25.26345659993675,92.8793272893911,542.0,24.2,0
27.60259344950818,93.69299123478618,1447.0,15.37,0
23.24454722,93.17027222,861.0,32.75,1
28.05997,96.48664,495.0,2.08,1
23.492025461558946,92.22651510356182,221.0,22.41,0
26.432193461596377,95.10955270808986,2070.0,24.96,0
25.615092,91.309872,1423.0,17.9,1
26.098268,94.392683,575.0,18.53,1
24.022316341292296,94.13250198017845,492.0,30.24,0
28.29501676001761,95.43447802950188,1474.0,44.89,0
25.37004955183441,91.28315302919972,1238.0,12.53,0
25.109261448751944,92.74540298754144,1129.0,19.58,0
27.35805556,88.62111111,1734.0,22.96,1
25.571,92.55128,836.0,15.65,1
25.10723759862742,92.5637818554214,980.0,34.91,0
27.341847686210578,96.35339495646863,1042.0,14.67,0
27.59027778,88.65394444,1677.0,30.81,1
27.034865576448148,88.25563778429473,1979.0,26.8,0
23.341111,93.080583,1053.0,32.28,1
26.980337963233275,93.82074231157851,86.0,3.38,0
25.75756256033768,92.82649354100154,115.0,2.96,0
24.63888633937117,94.0157473658819,778.0,1.79,0
28.46999076204565,95.66617310083568,1602.0,43.11,0
25.056374448287404,93.34781272433564,586.0,29.52,0
24.37,93.5,840.0,9.06,1
26.189306,91.787944,70.0,9.38,1
23.468508,93.270788,970.0,30.03,1
27.55584014239728,96.16003799191756,348.0,20.4,0
24.788715422044667,92.94980840694356,26.0,0.74,0
23.51510302894877,92.51985549854284,299.0,27.46,0
25.466528,94.552028,1253.0,26.57,1
22.618557953056047,93.0485683719458,1933.0,16.14,0
26.965045772087485,95.11612634913918,132.0,1.56,0
24.913611,94.242028,1408.0,25.39,1
23.311604,93.313134,1513.0,16.93,1
23.376068020821936,92.55783402505268,376.0,23.37,0
24.4,92.8,110.0,8.94,1
25.70480022624889,91.73388845209249,901.0,12.55,0
25.599815,91.860028,1292.0,23.26,1
25.2047964362802,93.52088492103216,917.0,17.19,0
25.377501591966546,94.3778953637336,877.0,21.95,0
25.166053265989344,93.4351904051424,939.0,22.52,0
28.527881566734084,96.4425834998007,4025.0,2.67,0
23.974632602369383,92.55515525311144,250.0,8.68,0
24.03,93.81,1268.0,10.76,1
23.321301376839585,92.9524414328055,871.0,20.27,0
28.486252723779184,96.0123477611918,3572.0,69.72,0
28.217204,95.789599,958.0,25.27,1
25.811024625988885,91.79281318729063,612.0,26.56,0
27.220472,88.281028,1432.0,32.96,1
27.233417,88.634806,1493.0,33.89,1
24.549256,93.667681,1078.0,31.29,1
25.985317,94.021903,773.0,37.63,1
25.809897776739824,94.58420825426596,2385.0,9.19,0
28.476722,95.841356,866.0,46.98,1
24.468751423066216,93.539122254622,776.0,28.25,0
23.62,92.72472222,819.0,28.5,1
24.653156,93.646406,601.0,19.58,1
28.254781722020045,95.29253587280736,1276.0,36.63,0
23.64119,93.085929,1128.0,30.53,1
26.87164592558131,92.66604258842074,101.0,5.08,0
26.534806630704185,94.58074435206682,283.0,20.77,0
27.05005562587695,88.26616732531416,2110.0,26.27,0
26.6502564673523,94.41534122487634,153.0,0.7,0
28.239110347065186,96.6761568856927,2882.0,51.22,0
25.83025,94.076639,826.0,24.22,1
25.087417,93.618333,1158.0,22.1,1
24.85487675389176,92.51064749425665,20.0,4.34,0
28.16452306546384,96.3792150253212,3355.0,51.92,0
23.164169,92.74339,830.0,20.97,1
22.78087383552184,92.74588121048085,353.0,14.46,0
25.636747,91.162711,1267.0,9.77,1
22.86739,92.75764,1132.0,14.55,1
23.729422,92.716596,1052.0,37.01,1
23.828321,92.73701,1242.0,41.4,1
26.093083,95.036278,1735.0,24.68,1
28.846067,95.865922,1399.0,27.67,1
22.22,92.96,1307.0,25.28,1
23.056612,92.699997,899.0,10.28,1
23.021145,92.770981,1001.0,31.01,1
25.770064,93.937891,791.0,26.13,1
25.228272,91.687776,580.0,28.12,1
28.47666554196257,95.71545415195858,2085.0,30.36,0
25.84782,93.70174,158.0,10.84,1
25.652361,94.735889,1715.0,28.89,1
25.27342,91.578074,1287.0,32.26,1
22.12826041483809,93.17575366844623,936.0,9.89,0
25.68703,94.12442,1265.0,15.22,1
23.373849,93.383061,860.0,25.64,1
28.13477255733737,95.98614996526648,1732.0,45.13,0
25.419444,94.5775,1498.0,20.3,1
24.79825,93.724083,854.0,36.02,1
23.58722222,92.71361111,813.0,34.7,1
27.374206738641547,88.95182086090904,3480.0,31.02,0
27.39838889,88.62566667,1758.0,22.98,1
22.302705968863712,92.82460233528676,167.0,31.08,0
25.151917,94.312167,1405.0,24.22,1
23.34044123529853,93.62774104660878,1283.0,15.39,0
26.957129320616303,95.11371084915804,137.0,1.04,0
24.834028,93.644,483.0,25.78,1
25.602951619432005,93.624939443516,370.0,10.3,0
25.069806,94.541667,1579.0,25.07,1
25.434089177939804,94.22204985765026,1416.0,29.23,0
25.444028,93.4265,418.0,19.21,1
23.376472,93.384778,891.0,34.61,1
23.36611855110637,92.50224079661488,553.0,39.58,0
24.49855466591553,93.25375147266432,151.0,14.65,0
25.096524563920543,93.55299474384888,1271.0,5.03,0
25.726,93.773,343.0,12.94,1
23.14085,93.142487,1215.0,35.38,1
24.033017,92.26034,199.0,23.69,1
24.60586420600832,92.40690488354498,23.0,3.68,0
24.45763218928239,93.7347327429868,800.0,4.14,0
27.613692686008083,93.05180242666364,971.0,25.36,0
26.132470742711103,91.09335162873276,45.0,3.87,0
26.03165732043372,94.7076496384274,1941.0,28.09,0
23.296419,93.095813,1335.0,28.36,1
27.031483179340565,88.50353696278202,799.0,24.08,0
25.366337639700934,90.401350569285,178.0,19.19,0
23.929083,92.922778,1110.0,15.21,1
27.62167812259633,91.58977469715062,3254.0,23.61,0
25.9145213710169,93.97363787241792,187.0,1.31,0
25.756850014771963,91.15014243483186,717.0,4.95,0
27.339833,93.805167,774.0,28.06,1
24.934336,94.460091,1953.0,29.57,1
24.672316,94.26374,1095.0,31.42,1
27.495623920798906,88.37489331302481,3736.0,37.28,0
25.41529285066093,93.67837808911128,685.0,27.3,0
25.68895029671853,92.81281480462336,188.0,4.32,0
25.400815225245584,93.8291099420458,966.0,34.82,0
27.098417,88.400167,684.0,23.6,1
26.679025860828418,93.68451255526595,80.0,1.39,0
26.956154345180405,88.22676852132338,1047.0,24.33,0
24.631861,93.721889,1327.0,20.93,1
25.05141137649589,92.6617609001472,711.0,32.39,0
27.88316832566724,94.54058535323686,950.0,30.7,0
22.836016,92.759361,625.0,24.93,1
25.497078,94.553583,919.0,27.89,1
28.38066921232476,94.88193359001755,1148.0,35.63,0
24.01348259022276,92.42512162978834,160.0,7.15,0
25.337239,94.039708,1121.0,16.92,1
24.640072,93.627392,453.0,39.05,1
25.15144,93.0331,454.0,34.23,1
23.79,92.36,722.0,19.66,1
23.653556,92.035139,282.0,3.39,1
28.988114980759583,95.7182978714404,2740.0,16.84,0
25.796384171813465,92.34648755864649,794.0,30.39,0
25.793333,94.958014,1770.0,18.83,1
26.07675,94.558611,1826.0,22.07,1
28.02424810342269,96.2209795749776,774.0,12.74,0
23.699472,92.716167,987.0,20.5,1
25.488168602894586,94.47141610876784,1147.0,27.71,0
23.34952168465142,93.56613417451332,1345.0,31.64,0
25.817194,94.280058,842.0,33.22,1
24.952,94.529028,1490.0,43.26,1
25.134293,92.38155,244.0,33.32,1
27.37734760888305,93.95747820067255,676.0,38.24,0
24.34421944,93.03191111,41.0,13.96,1
27.385946567627435,96.14580243338536,213.0,2.09,0
25.669678,91.102908,1032.0,24.93,1
26.033583,91.867083,116.0,11.83,1
24.14,94.01,1132.0,22.29,1
24.957209,94.473616,1890.0,23.25,1
25.77451050099443,91.71078661356395,806.0,10.56,0
25.14275,94.320139,1647.0,29.45,1
27.98781647992378,94.87062799728984,835.0,42.91,0
25.674,92.157667,807.0,6.16,1
26.08593964718888,94.71089753549585,1990.0,21.38,0
25.257448750451715,92.91735587995782,836.0,9.47,0
23.301587,92.868485,864.0,23.68,1
22.883968,92.735397,861.0,25.59,1
26.089206487589312,91.2864303339278,45.0,1.03,0
23.139660897052423,91.490102315949,16.0,1.64,0
27.382757954844205,92.42568241542938,2526.0,25.23,0
27.38347055651448,93.15470853349504,1842.0,25.95,0
25.935708,91.714556,281.0,23.67,1
23.59833333,92.85194444,1213.0,18.55,1
23.39194444,92.75611111,1310.0,38.96,1
26.915400133796865,93.58055665272433,92.0,0.46,0
23.057222,93.080002,1570.0,22.54,1
27.99149711120052,94.08295097691484,1889.0,22.31,0
25.319355463623427,93.76615770337956,1669.0,7.42,0
23.74035833,92.71311667,926.0,33.09,1
27.201477071004405,92.47654969272976,1389.0,6.93,0
27.64102819510183,96.26288000022492,309.0,10.45,0
26.30326231838114,95.26699273793986,1769.0,34.72,0
